TYPE|FLOW|REMARK|Unnamed: 3|VOL|ISSUE|YEAR|DOI|TITLE|AUTHOR|SCHOOL|KEY_WORDS|N_ABS|AU1|AU2|AU3|AU4|AU5|AU6|AU7|AU8|AU9|AU10|SC1|SC2|SC3|SC4|SC5|SC6|SC7|SC8|SC9|SC10|COUN1|COUN2|COUN3|COUN4|COUN5|COUN6|COUN7|COUN8|COUN9|COUN10
T|0|call center|0|5|2|2003|10.1287/msom.5.2.79.16071|Telephone Call Centers: Tutorial, Review, and Research Prospects|Noah Gans, Ger Koole, Avishai Mandelbaum|The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104;Vrije Universiteit, De Boelelaan 1081a, 1081 HV Amsterdam, The Netherlands;Industrial Engineering and Management, Technion, Haifa 32000, Israel|Telephone Call Center; Contact Center; Teleservices; Telequeues; Capacity Management; Staffing; Hiring; Workforce Management Systems; ACD Reports; Queueing; Abandonment; Erlang C; Erlang B; Erlang A; QED Regime; Time-Varying Queues; Call Routing; Skills-Based Routing; Forecasting; Data Mining|Telephone call centers are an integral part of many businesses, and their economic role is significant and growing. They are also fascinating sociotechnical systems in which the behavior of customers and employees is closely intertwined with physical performance measures. In these environments traditional operational models are of great value—and at the same time fundamentally limited—in their ability to characterize system performance.|Noah Gans| Ger Koole| Avishai Mandelbaum||||||||The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104|Vrije Universiteit, De Boelelaan 1081a, 1081 HV Amsterdam, The Netherlands|Industrial Engineering and Management, Technion, Haifa 32000, Israel||||||||USA|NETHERLANDS|ISRAEL|||||||
T|0|0|0|15|4|2013|10.1287/msom.2013.0443|Double Counting in Supply Chain Carbon Footprinting|Felipe Caro, Charles J. Corbett, Tarkan Tan, Rob Zuidwijk|Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095;Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095;School of Industrial Engineering, Eindhoven University of Technology, 5600 MB Eindhoven, The Netherlands;Rotterdam School of Management, Erasmus University, 3000 DR Rotterdam, The Netherlands|carbon footprint; supply chain; sustainable operations; emissions allocation|Carbon footprinting is a tool for firms to determine the total greenhouse gas (GHG) emissions associated with their supply chain or with a unit of final product or service. Carbon footprinting typically aims to identify where best to invest in emission reduction efforts, and/or to determine the proportion of total emissions that an individual firm is accountable for, whether financially and/or operationally. A major and underrecognized challenge in determining the appropriate allocation stems from the high degree to which GHG emissions are the result of joint efforts by multiple firms. We introduce a simple but general model of joint production of GHG emissions in general supply chains, decomposing the total footprint into processes, each of which can be influenced by any combination of firms. We analyze two main scenarios. In the first scenario, the social planner allocates emissions to individual firms and imposes a cost on them (such as a carbon tax) in proportion to the emissions allocated. In the second scenario, a carbon leader voluntarily agrees to offset all emissions in the entire supply chain and then contracts with individual firms to recoup (part of) the costs of those offsets. In both cases, we find that, to induce the optimal effort levels, the emissions need to be overallocated, even if the carbon tax is the true social cost of carbon. This is in contrast to the usual focus in the life-cycle assessment (LCA) and carbon footprinting literatures on avoiding double counting. Our work aims to lay the foundation for a framework to integrate the economics- and LCA-based perspectives on supply chain carbon footprinting.|Felipe Caro| Charles J. Corbett| Tarkan Tan| Rob Zuidwijk|||||||Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095|Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095|School of Industrial Engineering, Eindhoven University of Technology, 5600 MB Eindhoven, The Netherlands|Rotterdam School of Management, Erasmus University, 3000 DR Rotterdam, The Netherlands|||||||USA|USA|NETHERLANDS|NETHERLANDS||||||
T|P+I|0|0|7|2|2005|10.1287/msom.1040.0060|Quantifying the Value of Leadtime Information in a Single-Location Inventory System|Fangruo Chen, Bin Yu|Graduate School of Business, Columbia University, New York, New York 10027;Eagle Capital Management, 499 Park Avenue, 21st Floor, New York, New York 10022|stochastic inventory system; random leadtime; information sharing; value of information|This article studies a single-location inventory model with random leadtimes. Inventory is replenished by a single supplier who, at the time a replenishment order is received, knows exactly when the order will be delivered. In other words, the supplier knows the leadtime for every replenishment order. Suppose the single-location inventory system is managed by a retailer. The objective of this article is to quantify the value of the information about leadtimes to the retailer. This is achieved by considering and comparing the performances of two scenarios whether or not the supplier shares his leadtime information with the retailer. Numerical evidence suggests that the value of leadtime information can be significant.|Fangruo Chen| Bin Yu|||||||||Graduate School of Business, Columbia University, New York, New York 10027|Eagle Capital Management, 499 Park Avenue, 21st Floor, New York, New York 10022|||||||||USA|USA||||||||
T|P|0|0|4|1|2002|10.1287/msom.4.1.12.284|On the Benefits of Inventory-Pooling in Production-Inventory Systems|Joon-Seok Kim, Saif Benjaafar|Department of Mechanical Engineering, University of Minnesota, Minneapolis, Minnesota 55455;Department of Mechanical Engineering, University of Minnesota, Minneapolis, Minnesota 55455|-|Presents a study which examined the benefits of inventory-pooling in production-inventory systems. Method of the study; Results and discussion; Conclusion.|Joon-Seok Kim| Saif Benjaafar|||||||||Department of Mechanical Engineering, University of Minnesota, Minneapolis, Minnesota 55455|Department of Mechanical Engineering, University of Minnesota, Minneapolis, Minnesota 55455|||||||||USA|USA||||||||
T|0|0|0|14|3|2012|10.1287/msom.1120.0377|The Value of Product Variety When Selling to Strategic Consumers|Ali K. Parlaktürk|Kenan-Flagler Business School, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599|strategic customer behavior; product variety; dynamic pricing|We consider a firm that sells two vertically (quality) differentiated products to strategically forward-looking consumers over two periods, setting the prices dynamically in each period. The consumers are heterogeneous in their evaluations of quality, and strategic in that they decide not only whether and which product variant to buy, but also when to buy, choosing the option that maximizes their utility. We derive the equilibrium of the pricing-purchasing game between the firm and the consumers. We find that the loss due to strategic customer behavior can be less with two product variants compared to the single-product benchmark, which indicates that product variety can serve as a lever when dealing with strategic customers. This benefit exists when the additional product has an inferior cost-to-quality ratio. Because of this benefit, a firm may find it attractive to sell a product variant that would be unprofitable otherwise. However, product variety can also hurt profitability due to strategic customer behavior: A product variant that would be profitable absent strategic customers can in fact be unprofitable. This can happen when customer impatience and firm costs are moderate.|Ali K. Parlaktürk||||||||||Kenan-Flagler Business School, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599||||||||||USA|||||||||
T+EM|P |0|0|20|3|2018|10.1287/msom.2017.0656|Automated Teller Machine Replenishment Policies with Submodular Costs|Yu Zhang , Vidyadhar Kulkarni|University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599;University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599|"automated teller machine
Markov decision processes
replenishment"|We develop an automated teller machine (ATM) replenishment policy for a bank that operates multiple ATMs. The aim is to minimize the cost of replenishments and stockouts, taking into account the economies of scale involved in replenishing multiple ATMs simultaneously. When the replenishment is outsourced to an outside vendor, the replenishment cost is typically additive. However, when it is done by in-house operations, the replenishment cost is a submodular function of the set of ATMs being replenished. The additive replenishment cost function yields a tractable and separable inventory management problem. However, the submodular cost function creates a much harder problem. We construct a Markov decision process model and study the structure of the optimal strategy that minimizes the long-run average cost. Since the optimal policy is analytically and computationally intractable for the case of a large number of ATMs, we study a heuristic policy (called the index policy) in the case of submodular replenishment costs. We find that the index policy performs close to the optimal policy (when it can be computed) and performs much better than the benchmark (namely, an (s, M) policy) in general. We demonstrate similar findings in a real-world data set with 139 ATMs and 20 months of historical demand data. Finally, we recommend that the bank managers use the index policy to design a replenishment schedule.|Yu Zhang | Vidyadhar Kulkarni|||||||||University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599|University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599|||||||||USA|USA||||||||
T|F|trade credit|0|20|1|2018|10.1287/msom.2017.0669|Who Should Finance the Supply Chain? Impact of Credit Ratings on Supply Chain Decisions|Panos Kouvelis , Wenhui Zhao |Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai 200030, China|credit ratings; bank credit; trade credit; supply chain|Problem description: We study the impact of credit ratings on operational and financial decisions of a supply chain with a supplier and a retailer interacting via an early payment discount contract. The retailer has a single opportunity to order a product from the supplier to satisfy future uncertain demand. Both the retailer and supplier are capital constrained, and the retailer can use both short-term bank loans and trade credits for his financing needs, while the supplier can use short-term bank loans and/or the retailers early payment. We analyze for all relevant operational decisions (wholesale price, trade credit rates, bank loans, and order quantity) for capital-constrained firms. Academic/practical relevance: We add a framework on who should finance inventories, and at what rates, in the presence of differential credit ratings of the supply chain parties. Methodology: Within a modified selling to the newsvendor Stackelberg game with the supplier as the leader, we derive the equilibrium trade credit rates, wholesale price, bank loans, and order quantity. Results: We show there exists a threshold such that if the supplier’s credit rating is above it, then the supplier offers trade credits with zero interest rate and the retailer uses trade credits only. Otherwise, the supplier sets a positive rate, which motivates the retailer to combine trade credits and bank loans. The supplier always benefits from working with good rating retailers. A retailer prefers to work with suppliers outside the supplier’s credit rating hole (a finite set of ratings) over suppliers with ratings within the range. Managerial implications: We provide insights on who should finance supply chain inventories and at what rates when there are differential credit rating between the supplier and retailer. We provide a plausible explanation for the practice of large and good credit rating retailers maintaining a small cash ratio and working with small suppliers in developing countries.|Panos Kouvelis | Wenhui Zhao |||||||||Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130|Antai College of Economics and Management, Shanghai Jiao Tong University, Shanghai 200030, China|||||||||USA|CHINA||||||||
T|I|Mechanism Design|0|12|4|2010|10.1287/msom.1090.0287|Procurement Mechanism Design in a Two-Echelon Inventory System with Price-Sensitive Demand|Fuqiang Zhang|Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130|procurement; supply contracts; mechanism design; inventory models; asymmetric information|This paper studies a buyer's procurement strategies in a two-stage supply chain with price-sensitive demand. The buyer procures a product from a supplier and then sells to the marketplace. Market demand is stochastic and depends on the buyer's selling price. The supplier's production cost is private information, and the buyer only knows the distribution of the cost. Both the buyer and the supplier can hold inventories to improve service, and a periodic-review inventory system is considered. The buyer takes two attributes into consideration when designing the procurement mechanism: quantity attribute (i.e., the total purchase quantity) and service-level attribute (i.e., the supplier's delivery performance). We first identify the optimal procurement mechanism for the buyer, which consists of a nonlinear menu of contracts for each of the two attributes. It can be shown that the optimal mechanism induces both a lower market demand and a lower service level compared to the supply chain optimum. In view of the complexity of the optimal mechanism, we proceed to search for simpler mechanisms that perform well for the buyer. We find that the above two attributes have different implications for procurement mechanism design: The value of using complex contract terms is generally negligible for the service-level attribute, whereas it can be highly valuable for the quantity attribute. In particular, we demonstrate that a fixed service-level contract, which consists of a target service level and a price-quantity menu, yields nearly optimal profit for the buyer. Additionally, the price-quantity menu is essentially a quantity discount scheme widely observed in practice.|Fuqiang Zhang||||||||||Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130||||||||||USA|||||||||
T|P|0|0|15|3|2013|10.1287/msom.1120.0425|Fixed vs. Random Proportions Demand Models for the Assortment Planning Problem Under Stockout-Based Substitution|Dorothée Honhon, Sridhar Seshadri|Operations Planning Accounting and Control, School of Industrial Engineering, Eindhoven University of Technology, 5612 AZ Eindhoven, The Netherlands;Department of Information, Risk, and Operations Management, McCombs School of Business, University of Texas at Austin, Austin, Texas 78712|assortment planning; inventory management; bounds; stockout-based substitution|We consider the problem of determining the optimal assortment of products to offer in a given product category when each customer is characterized by a type, which is a list of products he is willing to buy in decreasing order of preference. We assume consumer-driven, dynamic, stockout-based substitution and random proportions of each type. No efficient method to obtain the optimal solution for this problem is known to our knowledge. However, if the number of customers of each type is a fixed proportion of demand, there exists an efficient algorithm for solving for the optimal assortment. We show that the fixed proportions model gives an upper bound to the optimal expected profit for the random proportions model. This bound allows us to obtain a measure of the absolute performance of heuristic solutions. We also provide a bound for the component-wise absolute difference in expected sales between the two models, which is asymptotically tight as the inventory vector is made large, while keeping the number of products fixed. This result provides us with a lower bound to the optimal expected profit and a performance guarantee for the fixed proportions solution in the random proportions model.|Dorothée Honhon| Sridhar Seshadri|||||||||Operations Planning Accounting and Control, School of Industrial Engineering, Eindhoven University of Technology, 5612 AZ Eindhoven, The Netherlands|Department of Information, Risk, and Operations Management, McCombs School of Business, University of Texas at Austin, Austin, Texas 78712|||||||||NETHERLANDS|USA||||||||
EM|0|clockspeed|0|1|1|1999|10.1287/msom.1.1.1|Industry Clockspeed: Measurement and Operational Implications|Haim Mendelson, Ravindran R. Pillai|Stanford University Graduate School of Business, Stanford, California 94305-5015;Stanford University Graduate School of Business, Stanford, California 94305-5015|Clockspeed; Dynamics; Time-based Competition; Electronics Industry; Computer Industry; Development Speed; Velocity of Change; Product Life Cycle; Innovation|We argue that industries and industry segments are characterized by a clockspeed that gauges the velocity of change in the external business environment and sets the pace of their firms' internal operations. Using data from the electronics industry, we develop and validate an integrated metric for clockspeed that takes into account both demand- and supply-side factors. We show that after controlling for product complexity and other factors, higher industry clockspeed is associated with faster execution in product development and manufacturing (e.g., shorter development time, quicker stabilization of production) and more frequent changes in organizational structure. Our findings on the effects of clockspeed can help researchers studying other industries, and our results provide benchmarks against which practitioners can compare and classify their own organizations.|Haim Mendelson| Ravindran R. Pillai|||||||||Stanford University Graduate School of Business, Stanford, California 94305-5015|Stanford University Graduate School of Business, Stanford, California 94305-5015|||||||||USA|USA||||||||
EM|0|store manager evaluation|0|9|4|2007|10.1287/msom.1060.0150|Store Manager Incentive Design and Retail Performance: An Exploratory Investigation|Nicole DeHoratius, Ananth Raman|Graduate School of Business, University of Chicago, 5807 South Woodlawn Avenue, Chicago, Illinois 60637;Harvard Business School, Morgan Hall, Soldiers Field, Boston, Massachusetts 02163|incentives; multitasking agent; retail operations; inventory shrinkage; quasi-experimental; store management|Store managers perform multiple tasks within a store, and the way in which they are evaluated and rewarded for these tasks affects their behavior. Using empirical data from multiple stores of a consumer electronics retailer, Tweeter Home Entertainment Group, we highlight the extent to which store manager incentive design impacts store manager behavior and, consequently, retail performance. More specifically, we describe the shift in store manager behavior resulting from a change in incentives, which, in part, altered the importance of sales relative to inventory shrinkage in the store manager compensation plan. Store managers, following this change, directed less attention to the prevention of inventory shrinkage and more toward sales-generating activities and made different process choices within the store. We observed increases in the level of inventory shrinkage and sales within these stores. Controlling for alternative drivers of sales and inventory shrinkage, we find this change in incentive design to be associated with a profit improvement of 4.2% of sales. This work indicates that altering how store managers are compensated impacts retail performance. Moreover, our findings underscore the importance of balancing the rewards given for different types of activities in contexts where agents face multiple competing tasks.|Nicole DeHoratius| Ananth Raman|||||||||Graduate School of Business, University of Chicago, 5807 South Woodlawn Avenue, Chicago, Illinois 60637|Harvard Business School, Morgan Hall, Soldiers Field, Boston, Massachusetts 02163|||||||||USA|USA||||||||
T|I|ImperfectI|0|11|4|2009|10.1287/msom.1080.0246|Priority Assignment Under Imperfect Information on Customer Type Identities|Nilay Tanık Argon, Serhan Ziya|Department of Statistics and Operations Research, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599;Department of Statistics and Operations Research, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599|priority queues; partially observable customer types; service differentiation; triage|In many service systems, customers are not served in the order they arrive, but according to a priority scheme that ranks them with respect to their relative “importance.” However, it may not be an easy task to determine the importance level of customers, especially when decisions need to be made under limited information. A typical example is from health care: When triage nurses classify patients into different priority groups, they must promptly determine each patient's criticality levels with only partial information on their conditions.|Nilay Tanık Argon| Serhan Ziya|||||||||Department of Statistics and Operations Research, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599|Department of Statistics and Operations Research, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599|||||||||USA|USA||||||||
T|0|0|0|19|3|2017|10.1287/msom.2017.0621|Strategic Investment in Renewable Energy Sources: The Effect of Supply Intermittency|Sam Aflaki, Serguei Netessine|Information Systems and Operations Management Area, HEC Paris, 78350 Jouy-en-Josas, France;Technology and Operations Management Area, INSEAD, 77300 Fontainebleau, France|electricity generation; renewables; intermittency; capacity planning and investment; incentives and contracting|To analyze incentives for investing in the capacity to generate renewable electricity, we model the trade-off between renewable (e.g., wind) and nonrenewable (e.g., natural gas) technology. Renewable technology has a higher investment cost and yields only an intermittent supply of electricity; nonrenewable technology is reliable and has lower investment cost but entails both fuel expenditures and carbon emission costs. With reference to existing electricity markets, we model several interrelated contexts—the vertically integrated electricity supplier, market competition, and partial market competition with long-term fixed-price contracts for renewable electricity—and examine the effect of carbon taxes on the cost and share of wind capacity in an energy portfolio. We find that the intermittency of renewable technologies drives the effectiveness of carbon pricing mechanisms, which suggests that charging more for emissions could unexpectedly discourage investment in renewables. We also show that market liberalization may reduce investment in renewable capacity while increasing the overall system’s cost and emissions. Fixed-price contracts with renewable generators can mitigate these detrimental effects, but not without possibly creating other problems. In short, actions to reduce the intermittency of renewable sources may be more effective than carbon taxes alone at promoting investment in renewable generation capacity.|Sam Aflaki| Serguei Netessine|||||||||Information Systems and Operations Management Area, HEC Paris, 78350 Jouy-en-Josas, France|Technology and Operations Management Area, INSEAD, 77300 Fontainebleau, France|||||||||FRANCE|FRANCE||||||||
T|0|capacitPlanning|0|5|1|2003|10.1287/msom.5.1.63.12762|A Continuous-Time Strategic Capacity Planning Model Based on the Minimum-Cut Problem|Woonghee Tim Huh, Robin O. Roundy|School of Operations Research and Industrial Engineering, Cornell University, Ithaca, New York 14853;School of Operations Research and Industrial Engineering, Cornell University, Ithaca, New York 14853|-|Proposes a model for multiple resource types used for multiple product families. Mathematical formulation of the strategic capacity planning problem; Discussion on demand modeling; Calculation of the expected value of the instantaneous lost sales cost; Outline of an efficient divide-and-conquer algorithm.|Woonghee Tim Huh| Robin O. Roundy|||||||||School of Operations Research and Industrial Engineering, Cornell University, Ithaca, New York 14853|School of Operations Research and Industrial Engineering, Cornell University, Ithaca, New York 14853|||||||||USA|USA||||||||
T+EX|P|0|0|10|4|2008|10.1287/msom.1080.0228|Newsvendor “Pull-to-Center” Effect: Adaptive Learning in a Laboratory Experiment|AJ A. Bostian, Charles A. Holt, Angela M. Smith|Australian School of Business, University of New South Wales, UNSW Sydney, NSW 2052, Australia;Department of Economics, University of Virginia, Charlottesville, Virginia 22904;Department of Economics, James Madison University, Harrisonburg, Virginia 22807|newsvendor problem; dynamic learning|In the newsvendor game, the expected-profit-maximizing order quantity is higher in the demand interval when the per-unit profit margin is high and lower in the demand interval when the per-unit profit margin is low. However, laboratory experiments show a “pull-to-center” effect: average order quantities are too low when they should be high and vice versa. We replicate this pull-to-center effect in laboratory experiments and construct an adaptive learning model that incorporates memory, reinforcement, and probabilistic choice to explain individual decisions. The intuition underlying the model's prediction is that the most recent demand observation is more likely to have been greater than the optimal order quantity if the optimal order quantity is low, in which case a recency bias tends to pull the order quantity upward. A countervailing downward pull exists if the optimal order quantity is high. The recency effect may be augmented by a reinforcement bias, which causes subjects to focus more on the profitability of decisions they actually make and less on counterfactual payoffs that would have resulted from other order quantities. The predictions of this model track the observed data patterns across treatments. A pull-to-center pattern is also observed in designs involving doubled payoffs and reduced order frequency.|AJ A. Bostian| Charles A. Holt| Angela M. Smith||||||||Australian School of Business, University of New South Wales, UNSW Sydney, NSW 2052, Australia|Department of Economics, University of Virginia, Charlottesville, Virginia 22904|Department of Economics, James Madison University, Harrisonburg, Virginia 22807||||||||AUSTRALIA|USA|USA|||||||
T|P |0|0|7|3|2005|10.1287/msom.1050.0082|Analysis of a Decentralized Supply Chain Under Partial Cooperation|Refik Güllü, Geert-Jan van Houtum, F. Zeynep Sargut, Nesim Erkip|Industrial Engineering Department, Bogazici University, Bebek 34342 Istanbul, Turkey;Department of Technology Management, Technische Universiteit Eindhoven, P.O. Box 513, 5600 MB Eindhoven, The Netherlands;Industrial and Systems Engineering Department, University of Florida, 303 Weil Hall, Gainesville, Florida 32611-6595;Department of Industrial Engineering, Bilkent University, 06800 Ankara, Turkey|multiperiod decentralized inventory; partial cooperation; Nash equilibrium; transshipment|In this article, we analyze a decentralized supply chain consisting of a supplier and two independent retailers. In each order cycle, retailers place their orders at the supplier to minimize inventory-related expected costs at the end of their respective response times. There are two types of lead times involved. At the end of the supplier lead time, retailers are given an opportunity to readjust their initial orders (without changing the total order size), so that both retailers can improve their expected costs at the end of respective retailer lead times (the time it takes for items to be shipped from the supplier to the retailers). Because of the possibility of cooperation at the end of supplier lead time, each retailer will consider the other’s order-up-to level in making the ordering decision. Under mild conditions, we prove the existence of a unique Nash equilibrium for the retailer order-up-to levels, and show that they can be obtained by solving a set of newsboy-like equations. We also present computational analysis that provides valuable managerial insight for design and operation of decentralized systems under the possibility of partial cooperation.|Refik Güllü| Geert-Jan van Houtum| F. Zeynep Sargut| Nesim Erkip|||||||Industrial Engineering Department, Bogazici University, Bebek 34342 Istanbul, Turkey|Department of Technology Management, Technische Universiteit Eindhoven, P.O. Box 513, 5600 MB Eindhoven, The Netherlands|Industrial and Systems Engineering Department, University of Florida, 303 Weil Hall, Gainesville, Florida 32611-6595|Department of Industrial Engineering, Bilkent University, 06800 Ankara, Turkey|||||||TURKEY|NETHERLANDS|USA|TURKEY||||||
T|0|0|0|12|2|2010|10.1287/msom.1090.0270|A Comparison of Traditional and Open-Access Policies for Appointment Scheduling|Lawrence W. Robinson, Rachel R. Chen|Johnson Graduate School of Management, Cornell University, Ithaca, New York 14853;Graduate School of Management, University of California at Davis, Davis, California 95616|service operations; health-care management|This paper compares two types of appointment-scheduling policies for single providers: traditional and open-access. Under traditional scheduling, each of a specified number of patients per day is booked well in advance, but may not show up for his or her appointment. Under open-access scheduling, a random number of patients call in the morning to make an appointment for that same day. Thus the number of patient arrivals will be random, for different reasons, under both policies. We find that the open-access schedule will significantly outperform the traditional schedule—in terms of a weighted average of patients' waiting time, the doctor's idle time, and the doctor's overtime—except when patient waiting time is held in little regard or when the probability of no-shows is quite small.|Lawrence W. Robinson| Rachel R. Chen|||||||||Johnson Graduate School of Management, Cornell University, Ithaca, New York 14853|Graduate School of Management, University of California at Davis, Davis, California 95616|||||||||USA|USA||||||||
T|0|no supply chain|0|2|1|2000|10.1287/msom.2.1.84.23264|Properties of Optimal-Weighted Flowtime Policies with a Makespan Constraint and Set-up Times|Mark P. Van Oyen, Juta Pichitlamken|Industrial Engineering and Management Sciences, Northwestern University, Evanston, Illinois 60208-3119;Industrial Engineering and Management Sciences, Northwestern University, Evanston, Illinois 60208-3119|job scheduling; job families; multi-armed bandit; group technology; weighted flowtime; makespan; set-up time|We characterize optimal policies for the problem of allocating a single server to a set of jobs from N families. Each job is an instance of demand for an item and is associated with a family, a holding cost rate, and a mean processing time. Set-up times are required to switch from one family to another, but are not required to switch within a family. We consider the case in which the order of jobs within the family is unconstrained, and a variation in which the order is fixed. The optimization is with respect to the weighted flowtime, and we treat problems both with and without a makespan-constraint. Practical examples based on this model are described. We partially characterize an optimal policy by means of a Gittins rewardrate index and a similar switching index derived from multi-armed bandit theory. For deterministic problems with a makespan constraint, we present an optimization algorithm for the special case of two families and at most three set-ups . Without a makespan constraint and without preemption, we prove that our analysis of a deterministic model extends to stochastic set-up and processing times without loss of optimality. Managerial insights based on our technical results are provided.|Mark P. Van Oyen| Juta Pichitlamken|||||||||Industrial Engineering and Management Sciences, Northwestern University, Evanston, Illinois 60208-3119|Industrial Engineering and Management Sciences, Northwestern University, Evanston, Illinois 60208-3119|||||||||USA|USA||||||||
T|P|0|0|2|3|2000|10.1287/msom.2.3.221.12348|Congestion and Complexity Costs in a Plant with Fixed Resources that Strives to Make Schedule|William S. Lovejoy, Kannan Sethuraman|School of Business Administration, University of Michigan, 701 Tappan, Ann Arbor, Michigan 48109-1234;Indian Institute of Management, Vastrapur, Ahmedabad, 380015, India|product line complexity; congestion; capacity; quality|In a firm that makes schedule, orders are always processed within a fixed time frame. In a congested facility, such a situation would be impossible using conventional queuing logic. We propose a conceptual model of a firm in which workers make schedule by rushing jobs, if necessary, with potential quality consequences. Hence, time and quality are substitutes, a feature that we recognize explicitly in our definition of the firm's capacity. Production yields are not exogenous parameters but endogenously determined by workers responding to schedule pressures. The plant manager can authorize overtime to relieve this pressure or live with the quality consequences of rushing. The model reveals the close relationships among the firm's workforce policies, the integrity of the inspection system, and the cost performance of the firmas its volume and/or product line expands. We consider pure congestion (driven by volume) and pure complexity (driven by product line breadth) effects in the context of our plant performance model. We consider two root causes of complexity costs: time and quality. The time effects of complexity will only have cost consequences in congested facilities, but quality effects are always present. Also in contrast to time effects, quality effects of complexity can be present in nonbottleneck workstations. Hence, the quality consequences of complexity can be as, or more important than the time consequences.|William S. Lovejoy| Kannan Sethuraman|||||||||School of Business Administration, University of Michigan, 701 Tappan, Ann Arbor, Michigan 48109-1234|Indian Institute of Management, Vastrapur, Ahmedabad, 380015, India|||||||||USA|INDIA||||||||
EM|0|0|0|20|3|2018|10.1287/msom.2017.0645|Service Differentiation and Operating Segments: A Framework and an Application to After-Sales Services|Jose A. Guajardo , Morris A. Cohen |Haas School of Business, University of California Berkeley, Berkeley, California 94720;The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104|"after-sales services
operating segments
service differentiation
service operations strategy"|The decisions of whether and how to adopt service differentiation are at the core of a firm’s service operations strategy. This paper proposes a framework for service differentiation that highlights the identification and use of operating segments as a central component in the delivery of differentiated services. The notion of operating segments and the general empirical methodology to identify them proposed in this paper integrally considers the consumer’s preferences and operational capabilities required to fulfill the differentiated service offering. An application in the context of after-sales services for product-service bundles using data from a major manufacturer in the consumer electronics industry is presented, which illustrates how operational decisions need to be adjusted when multiple operating segments are defined to support a service differentiation strategy.|Jose A. Guajardo | Morris A. Cohen |||||||||Haas School of Business, University of California Berkeley, Berkeley, California 94720|The Wharton School, University of Pennsylvania, Philadelphia, Pennsylvania 19104|||||||||USA|USA||||||||
T|P|buyback|0|10|1|2008|10.1287/msom.1060.0140|Structural Properties of Buyback Contracts for Price-Setting Newsvendors|Yuyue Song, Saibal Ray, Shanling Li|Faculty of Business Administration, Memorial University of Newfoundland, St. John's, Newfoundland A1B 3X5, Canada;Desautels Faculty of Management, McGill University, Montreal, Quebec H3A 1G5, Canada;Desautels Faculty of Management, McGill University, Montreal, Quebec H3A 1G5, Canada|price-setting newsvendor; buyback contract; supply chain performance; demand curvature|This paper studies a buyback contract in the Stackelberg framework of a manufacturer (leader) selling to a price-setting newsvendor retailer (follower). Using an analytical model that focuses on a multiplicative demand form, we generalize previous results and produce new structural insights. A novel transformation technique first enables us to establish the unimodality of the profit functions for both channel partners, under relatively mild assumptions. Further analysis identifies the necessary and sufficient condition under which the optimal contract for the manufacturer (wholesale and buyback prices) is distribution free, i.e., independent of the uncertainty in customer demand. A specific instance of the above condition is also necessary and sufficient for a no-buyback contract to be optimal from the manufacturer's perspective. We then prove that the optimal performance of the decentralized channel for distribution-free buyback contracts depends only on the curvature of the deterministic demand part. In addition, some of the optimal decisions and relevant profit ratios for buyback contracts in our setting are shown to be identical to those for their deterministic price-only counterparts.|Yuyue Song| Saibal Ray| Shanling Li||||||||Faculty of Business Administration, Memorial University of Newfoundland, St. John's, Newfoundland A1B 3X5, Canada|Desautels Faculty of Management, McGill University, Montreal, Quebec H3A 1G5, Canada|Desautels Faculty of Management, McGill University, Montreal, Quebec H3A 1G5, Canada||||||||CANADA|CANADA|CANADA|||||||
