TYPE|FLOW|REMARK|Unnamed: 3|VOL|ISSUE|YEAR|DOI|TITLE|AUTHOR|SCHOOL|KEY_WORDS|N_ABS|AU1|AU2|AU3|AU4|AU5|AU6|AU7|AU8|AU9|AU10|SC1|SC2|SC3|SC4|SC5|SC6|SC7|SC8|SC9|SC10|COUN1|COUN2|COUN3|COUN4|COUN5|COUN6|COUN7|COUN8|COUN9|COUN10
T|0|0|0|14|2|2012|10.1287/msom.1110.0366|Managing Opportunistic Supplier Product Adulteration: Deferred Payments, Inspection, and Combined Mechanisms|Volodymyr Babich, Christopher S. Tang|McDonough School of Business, Georgetown University, Washington, DC 20057;Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095|operations strategy; incentives and contracting; operations and finance interface; supply risk management; trade credit|Recent cases of product adulteration by foreign suppliers have compelled many manufacturers to rethink approaches to deterring suppliers from cutting corners, especially when manufacturers cannot fully monitor and control the suppliers' actions. In this paper, we study three mechanisms for dealing with product adulteration problems: (a) the deferred payment mechanism—the buyer pays the supplier after the deferred payment period only if no adulteration has been discovered by the customers; (b) the inspection mechanism—the buyer pays the supplier immediately, contingent on product passing the inspection; and (c) the combined mechanism—a combination of the deferred payment and inspection mechanisms. We show that the inspection mechanism cannot completely deter the suppliers from product adulteration, whereas the deferred payment mechanism can. Surprisingly, the combined mechanism is redundant: either the inspection or the deferred payment mechanisms perform just as well. Finally, we identify four factors that determine the dominance of deferred payment mechanism over the inspection mechanism: (a) the inspection cost relative to inspection accuracy, (b) the buyer's liability for adulterated products, (c) the difference in financing rates for the buyer and the supplier relative to the defects discovery rate by customers, and (d) the difference in production costs for adulterated and unadulterated product. We find that the deferred payment mechanism is preferable to inspection if the threats of adulteration (either incentive to adulterate or the consequences) are low.|Volodymyr Babich| Christopher S. Tang|||||||||McDonough School of Business, Georgetown University, Washington, DC 20057|Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095|||||||||USA|USA||||||||
T|P|0|0|14|4|2012|10.1287/msom.1120.0403|Fee-for-Service Contracts in Pharmaceutical Distribution Supply Chains: Design, Analysis, and Management|Hui Zhao, Chuanhui Xiong, Srinagesh Gavirneni, Adam Fein|Smeal College of Business, Pennsylvania State University, University Park, Pennsylvania 16802;School of Business, University of North Carolina at Pembroke, Pembroke, North Carolina 28372;Nanyang Business School, Nanyang Technological University, Singapore 639798;Pembroke Consulting Inc., Philadelphia, Pennsylvania 19102|healthcare management; supply chain management; pharmaceutical supply chains; contracts|Fee-for-service (FFS) contracts, first introduced in 2004, dramatically changed the way the pharmaceutical distribution supply chains are designed, managed, and operated. Investment buying (IB), forward buying in anticipation of drug price increases, used to be the way the distributors made most of their profits. FFS contracts limit the amount of inventory distributors can carry at any time (by imposing an inventory cap) and require inventory information sharing from the distributors to the manufacturers while compensating the distributors with a per-unit fee. In spite of its widespread popularity, the FFS model has never been rigorously analyzed or its effectiveness carefully tabulated. In this paper, we formulate the multiperiod stochastic inventory problems faced by the manufacturer and the distributor under the FFS and IB models, derive their optimal policies, and develop procedures to compute the policy parameters. We show that FFS contracts can improve the total supply chain profit—the manufacturer and distributor are now able to share a larger pie. Thus, there exists a range of the per-unit fees that leads to Pareto improvement. Simulation results show that such improvement is approximately 1.7% on average, and as much as 5.5%, and the improvement increases as the inventory cap decreases. Determining the Pareto-improving per-unit fees is a source of contention in FFS contract negotiation, and we propose a simple yet effective heuristic for computing them. Furthermore, supply chain transparency facilitated by the FFS contracts can significantly reduce the manufacturer's supply–demand mismatch costs (by approximately 3.63% on average and as much as 13.01%) and we show that the manufacturer should take advantage of this transparency especially when the inventory cap and drug price increase are high and demand variance is low. We believe that these results have the potential to improve the efficiency of pharmaceutical distribution supply chains, thus reducing the healthcare costs that are such a big burden on the U.S. economy.|Hui Zhao| Chuanhui Xiong| Srinagesh Gavirneni| Adam Fein|||||||Smeal College of Business, Pennsylvania State University, University Park, Pennsylvania 16802|School of Business, University of North Carolina at Pembroke, Pembroke, North Carolina 28372|Nanyang Business School, Nanyang Technological University, Singapore 639798|Pembroke Consulting Inc., Philadelphia, Pennsylvania 19102|||||||USA|USA|SINGAPORE|USA||||||
EM|0|0|0|14|4|2012|10.1287/msom.1110.0374|Process Management Impact on Clinical and Experiential Quality: Managing Tensions Between Safe and Patient-Centered Healthcare|Aravind Chandrasekaran, Claire Senot, Kenneth K. Boyer|Fisher College of Business, The Ohio State University, Columbus, Ohio 43210;Fisher College of Business, The Ohio State University, Columbus, Ohio 43210;Fisher College of Business, The Ohio State University, Columbus, Ohio 43210|healthcare operations; process management; clinical and experiential quality; empirical research|This research investigates the effect of process management on clinical and experiential quality. Clinical quality measures hospitals' performance on patient safety, i.e., adherence to standards, whereas experiential quality relates to patient centeredness, i.e., responsiveness to the needs and preferences of the patient. Drawing from the organizational learning literature, we argue for a trade-off between clinical and experiential quality as hospitals emphasize process management. We also study how external and internal forces, i.e., state legislation and hospital leadership, influence this relationship. A combination of primary data and secondary data collected at various time intervals is employed to test our hypotheses. Four important implications emerge from this work. First, we find that hospitals' emphasis on process management is associated with an increase in clinical quality but a decrease in experiential quality. Second, we find that state legislation initially reinforces this trade-off but, overtime, facilitates a positive impact of process management on both quality outcomes. Third, a post hoc analysis suggests that a specific type of hospital leadership, namely, patient-centered leadership, helps mitigate the negative association between process management and experiential quality. Finally, our research provides preliminary evidence regarding the relationship between clinical quality and patient satisfaction contingent on experiential quality. Implications for theory and practice are discussed.|Aravind Chandrasekaran| Claire Senot| Kenneth K. Boyer||||||||Fisher College of Business, The Ohio State University, Columbus, Ohio 43210|Fisher College of Business, The Ohio State University, Columbus, Ohio 43210|Fisher College of Business, The Ohio State University, Columbus, Ohio 43210||||||||USA|USA|USA|||||||
T|0|0|0|15|1|2013|10.1287/msom.1120.0410|Noncooperative Games for Subcontracting Operations|George L. Vairaktarakis|Department of Operations, Weatherhead School of Management, Case Western Reserve University, Cleveland, Ohio 44106|operations strategy; production planning and scheduling; supply chain management; incentives and contracting|Consider a set of manufacturers, all of which can subcontract part of their workload to a third party. For simplicity, we assume that every manufacturer as well as the third party each possess a single production facility. Each manufacturer has to decide the amount of workload to be subcontracted so as to minimize the completion time of his in-house and subcontracted workloads. In an effort to provide good service to all, the third party gives priority to manufacturers whose subcontracted workload is small. This incentive scheme forces manufacturers to compete for position in the third-party processing sequence. We develop pure Nash equilibria schedules under three distinct protocols for production.|George L. Vairaktarakis||||||||||Department of Operations, Weatherhead School of Management, Case Western Reserve University, Cleveland, Ohio 44106||||||||||USA|||||||||
T|P|0|0|15|2|2013|10.1287/msom.1120.0414|Efficient Distribution of Water Between Head-Reach and Tail-End Farms in Developing Countries|Milind Dawande, Srinagesh Gavirneni, Mili Mehrotra, Vijay Mookerjee|Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080;Samuel Curtis Johnson Graduate School of Management, Cornell University, Ithaca, New York 14850;Carlson School of Management, University of Minnesota, Minneapolis, Minnesota 55455;Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080|logistics and transportation; nonprofit management; incentives and contracts|The necessity of surface water for irrigation and its increasing scarcity in developing economies motivate the need for its efficient distribution. The inequity in the distribution of surface water arises because of the relative physical locations of the farms. Head-reach (primary) farms are close to the source, whereas tail-end (secondary) farms are relatively farther. The lack of physical infrastructure implies that water allocated to secondary farms must pass through primary farms. Left to their individual incentives, primary farmers use more than their fair share of water by denying its release to secondary farmers. Such an inequitable sharing results in significantly suboptimal productivity of the farming community as a whole. We propose decentralized, individually rational mechanisms to achieve socially optimal distribution of surface water for a farming community under uncertainty in rainfall, choice of multiple crops, and differing risk-bearing abilities of primary and secondary farmers. We show that the mechanisms can be efficiently computed and highlight the impact of the improved sharing of surface water. We also study the movement of the price of water with its scarcity. Ideas that can help administer the mechanisms in practice are briefly discussed.|Milind Dawande| Srinagesh Gavirneni| Mili Mehrotra| Vijay Mookerjee|||||||Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080|Samuel Curtis Johnson Graduate School of Management, Cornell University, Ithaca, New York 14850|Carlson School of Management, University of Minnesota, Minneapolis, Minnesota 55455|Naveen Jindal School of Management, University of Texas at Dallas, Richardson, Texas 75080|||||||USA|USA|USA|USA||||||
T|P|0|0|15|2|2013|10.1287/msom.1120.0423|Advance Selling in a Supply Chain Under Uncertain Supply and Demand|Soo-Haeng Cho, Christopher S. Tang|Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213;Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095|game theory; healthcare management; supply chain management|We examine three selling strategies of a manufacturer who produces and sells a seasonal product to a retailer under uncertain supply and demand: (1) advance selling—presells the product before observing uncertain supply and demand; (2) regular selling—sells the product after supply and demand are realized; and (3) dynamic selling—combines both advance and regular selling strategies. We model the first two strategies as single-period Stackelberg games, and we model the last strategy as a two-period dynamic Stackelberg game. By comparing the equilibria of these games, we formalize our understanding of several intuitive results. For example, from the manufacturer's perspective, dynamic selling dominates advance selling and regular selling: having more selling opportunities is beneficial to the manufacturer. However, from the retailer's perspective, we find two counterintuitive results: (a) postponing the ordering decision can be detrimental—the retailer can be worse off under regular selling than under advance selling; and (b) more ordering opportunities can be detrimental—the retailer can be worse off under dynamic selling than under advance selling. In addition, we analyze the impact of supply and demand uncertainties under these strategies and find that both types of uncertainties can be beneficial to the retailer.|Soo-Haeng Cho| Christopher S. Tang|||||||||Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213|Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095|||||||||USA|USA||||||||
T|0|0|0|15|3|2013|10.1287/msom.2013.0434|Pricing Time-Sensitive Services Based on Realized Performance|Philipp Afèche, Opher Baron, Yoav Kerner|Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada;Department of Industrial Engineering and Management, Ben-Gurion University of the Negev, Beer Sheva 84105, Israel|delay; lead times; pricing; queueing systems; revenue management; risk aversion|Services such as FedEx charge up-front fees but reimburse customers for delays. However, lead-time pricing studies ignore such delay refunds. This paper contributes to filling this gap. It studies revenue-maximizing tariffs that depend on realized lead times for a provider serving multiple time-sensitive customer types. We relax two key assumptions of the standard model in the lead-time pricing literature. First, customers may be risk averse (RA) with respect to payoff uncertainty, where payoff equals valuation, minus delay cost, minus payment. Second, tariffs may be arbitrary functions of realized lead times. The standard model assumes risk-neutral (RN) customers and restricts attention to flat rates. We report three main findings: (1) With RN customers, flat-rate pricing maximizes revenues but leaves customers exposed to payoff variability. (2) With RA customers, flat-rate pricing is suboptimal. If types are distinguishable, the optimal lead-time-dependent tariffs fully insure delay cost risk and yield the same revenue as under optimal flat rates for RN customers. With indistinguishable RA types, the differentiated first-best tariffs may be incentive-compatible even for uniform service, yielding higher revenues than with RN customers. (3) Under price and capacity optimization, lead-time-dependent pricing yields higher profits with less capacity compared to flat-rate pricing.|Philipp Afèche| Opher Baron| Yoav Kerner||||||||Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada|Rotman School of Management, University of Toronto, Toronto, Ontario M5S 3E6, Canada|Department of Industrial Engineering and Management, Ben-Gurion University of the Negev, Beer Sheva 84105, Israel||||||||CANADA|CANADA|ISRAEL|||||||
EM|F|OMFinanceInterface|0|15|3|2013|10.1287/msom.2013.0448|Can Financial Markets Inform Operational Improvement Efforts? Evidence from the Airline Industry|Kamalini Ramdas, Jonathan Williams, Marc Lipson|Management Science and Operations, London Business School, London NW1 4SA, United Kingdom;Department of Economics, Terry College of Business, University of Georgia, Athens, Georgia 30602;Darden School of Business, University of Virginia, Charlottesville, Virginia 22903|econometric analysis; empirical research; service operations; quality management; OM finance interface|We investigate whether stock price movements can inform operations managers as to where they should focus improvement efforts. We examine how unexpected performance along several dimensions of service quality—on-time performance, long delays and cancellations, lost bags, and denied boardings—impacts contemporaneous stock returns. Prior research suggests that airlines buffer their flight schedules and engage in expensive employee incentive programs to increase the likelihood of on-time arrival. We find that only long delays are penalized by the market, and we identify a number of carrier-specific factors that alter the financial impact of long delays. We find that the penalty a carrier faces for long delays is significantly higher if it operates a high percentage of short-haul or connecting flights, or if its competitors incur fewer long delays in the same time period. Our findings suggest that developing ways to curtail long delays is a useful future research area.|Kamalini Ramdas| Jonathan Williams| Marc Lipson||||||||Management Science and Operations, London Business School, London NW1 4SA, United Kingdom|Department of Economics, Terry College of Business, University of Georgia, Athens, Georgia 30602|Darden School of Business, University of Virginia, Charlottesville, Virginia 22903||||||||UNITED KINGDOM|USA|USA|||||||
T|F|F Hedge|0|15|3|2013|10.1287/msom.2013.0433|Managing Storable Commodity Risks: The Role of Inventory and Financial Hedge|Panos Kouvelis, Rong Li, Qing Ding|Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130; and Nankai Business School, Nankai University, 300071 Tianjin, China;Lee Kong Chian School of Business, Singapore Management University, Singapore 178899|stochastic inventory; commodity markets; futures; options; risk management; hedging; risk aversion|We study how to manage commodity risks (price and consumption volume) via physical inventory and financial hedge in a multiperiod problem (with an interperiod utility function) for a risk-averse firm procuring a storable commodity from a spot market at a random price and a long-term supplier at a fixed price. The firm also has access to financial contracts written on the commodity price, such as futures contracts and call and put options. We examine different cases of financial hedging, for example, single-contract and multicontract hedges. For each case, we dynamically maximize the mean-variance utility of the firm's cash flow and characterize an optimal integrated policy of inventory and hedging, which is easy to compute and implement. We find that as long as futures are used in each period, alone or not, the optimal inventory policy is myopic. The optimal hedging policy, however, is never myopic, but depends on all the future optimal decisions. This is contrary to findings of the literature using intraperiod utility functions, which finds myopic hedging to be optimal. Moreover, we find that hedging may lead to inventory reduction in multiperiod problems. Thus the insights from the single-period studies in the literature—hedging leads to inventory increase—do not apply. Finally, insights are offered on the role and impact of inventory and financial hedge on profitability, variance control, and service level, using both analytical and numerical results.|Panos Kouvelis| Rong Li| Qing Ding||||||||Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130|Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130; and Nankai Business School, Nankai University, 300071 Tianjin, China|Lee Kong Chian School of Business, Singapore Management University, Singapore 178899||||||||USA|CHINA|SINGAPORE|||||||
T|P|0|0|15|4|2013|10.1287/msom.2013.0437|Plant Networks for Processing Recyclable Materials|Lieven Demeester, Mei Qi, Luk N. Van Wassenhove|Lee Kong Chian School of Business, Singapore Management University, Singapore 178899;NUS Business School, National University of Singapore, Singapore 119245;INSEAD, 77305 Fontainebleau, France|recycling; material versatility; localization; minimills; operations strategy; plant networks; optimal market area|We use a modified optimal market area model to examine how links between material recycling and other aspects of operations strategy can shape plant networks for the processing of recyclable materials. We characterize the complementarity of the recyclate ratio, defined as the maximum recycled content, with material versatility and miniscaling of recycling plants. We also observe that it is beneficial to coordinate investments in recycling- and production-related competencies because colocated recycling and production plants (minimills) eliminate recyclate transport. We therefore consider versatile miniplants, defined as a competency that factors in both material versatility and coordinated miniscaling of recycling and production plants, and capture how it complements both the recyclate ratio and localization of production plants, a competency that takes advantage of local adaptation and customer proximity. In numerical examples for rolled aluminum and nylon resin plant networks in Europe, we find that the complementarity effects are large, as they are for nylon resins, if recycling is nascent and challenging economically and if the plant network is too centralized at first to benefit much from an increased recyclate ratio or increased localization. We find that, for the nylon resin network, considering an investment in the recyclate ratio as part of a coordinated investment plan drives the emergence of a decentralized and localized minimill network, even though an increased recyclate ratio does not link directly with either decentralization or localization. We conclude that material recycling, versatile miniplants, and localization can fit well together in a forward-looking, sustainable operations strategy.|Lieven Demeester| Mei Qi| Luk N. Van Wassenhove||||||||Lee Kong Chian School of Business, Singapore Management University, Singapore 178899|NUS Business School, National University of Singapore, Singapore 119245|INSEAD, 77305 Fontainebleau, France||||||||SINGAPORE|SINGAPORE|FRANCE|||||||
T|0|0|0|15|4|2013|10.1287/msom.2013.0438|Dynamic Capacity Investment with Two Competing Technologies|Wenbin Wang, Mark E. Ferguson, Shanshan Hu, Gilvan C. Souza|Department of Operations Management, School of International Business Administration, Shanghai University of Finance and Economics, 200433 Shanghai, China;Management Science Department, Moore School of Business, University of South Carolina, Columbia, South Carolina 29208;Department of Operations and Decision Technologies, Kelley School of Business, Indiana University, Bloomington, Indiana 47405;Department of Operations and Decision Technologies, Kelley School of Business, Indiana University, Bloomington, Indiana 47405|sustainable operations; dynamic capacity investment; technology choice|With the recent focus on sustainability, firms making adjustments to their production or distribution capacity levels often have the option of investing in newer technologies with lower carbon footprints and/or energy consumption. These more sustainable technologies typically require a higher up-front investment but have lower operating (fuel or energy) costs. What complicates this decision is the fact that the projected dollar savings from the more sustainable technologies fluctuate considerably due to uncertainty in fuel prices, and the total capacity may not be utilized at 100% because of fluctuations in the demand for the product. We consider the firm's capacity adjustments over time given a portfolio of technology options when the demand and the fuel costs are stochastic and possibly dependent. Our model also allows for usage-based capacity deterioration. We provide the analytical structure of the optimal policy, which assigns different control limits for investing, staying put, and disinvesting in the capacities of the competing technology choices for each realization of demand and fuel costs at each period. We also present an application of our model to the problem of designing a delivery truck fleet for a beverage distributor.|Wenbin Wang| Mark E. Ferguson| Shanshan Hu| Gilvan C. Souza|||||||Department of Operations Management, School of International Business Administration, Shanghai University of Finance and Economics, 200433 Shanghai, China|Management Science Department, Moore School of Business, University of South Carolina, Columbia, South Carolina 29208|Department of Operations and Decision Technologies, Kelley School of Business, Indiana University, Bloomington, Indiana 47405|Department of Operations and Decision Technologies, Kelley School of Business, Indiana University, Bloomington, Indiana 47405|||||||CHINA|USA|USA|USA||||||
T|I|0|0|16|1|2014|10.1287/msom.2013.0452|The Impact of the Manufacturer-Hired Sales Agent on a Supply Chain with Information Asymmetry|Neda Ebrahim Khanjari, Seyed Iravani, Hyoduk Shin|School of Business, Rutgers, The State University of New Jersey, Camden, New Jersey 08102;McCormick School of Engineering and Applied Science, Northwestern University, Evanston, Illinois 60208;Rady School of Management, University of California, San Diego, La Jolla, California 92093|game theory; incentives and contracting; supply chain management|This paper studies the impact of a manufacturer-hired sales agent on a supply chain comprising a manufacturer and a retailer. The sales agent is working mainly at the retailer's location to boost demand. We focus on a wholesale price contract, under which the retailer decides how much to order from the manufacturer. The information structure within the supply chain and the efficiency of the sales agent affect the supply chain members' expected profits. We show that, because of the agency issue between the sales agent and the manufacturer, when the retailer's demand forecast accuracy is similar to the manufacturer's and the wholesale price is fixed, the retailer's profit decreases as his demand forecast accuracy improves. We also illustrate that when the retailer's forecast accuracy is much better than the manufacturer's and the wholesale price is endogenous, his expected profit decreases as his forecast accuracy improves. Moreover, we demonstrate that having a more efficient sales agent is beneficial for the retailer when the wholesale price is fixed, whereas this is not always the case when the wholesale price depends on the efficiency of the sales agent.|Neda Ebrahim Khanjari| Seyed Iravani| Hyoduk Shin||||||||School of Business, Rutgers, The State University of New Jersey, Camden, New Jersey 08102|McCormick School of Engineering and Applied Science, Northwestern University, Evanston, Illinois 60208|Rady School of Management, University of California, San Diego, La Jolla, California 92093||||||||USA|USA|USA|||||||
T|0|0|0|16|1|2014|10.1287/msom.2013.0462|Time-Based Competition with Benchmark Effects|Liu Yang, Francis de Véricourt, Peng Sun|School of Economics and Management, Tsinghua University, Beijing 100084, China;INSEAD, 77305 Fontainebleau, France;Fuqua School of Business, Duke University, Durham, North Carolina 27708|waiting time competition; benchmark effect; loss aversion; queues; game theory|We consider a duopoly where firms compete on waiting times in the presence of an industry benchmark. The demand captured by a firm depends on the gap between the firm's offer and the benchmark. We refer to the benchmark effect as the impact of this gap on demand. The formation of the benchmark is endogenous and depends on both firms' choices. When the benchmark is equal to the shorter of the two offered delays, we characterize the unique Pareto optimal Nash equilibrium. Our analysis reveals a stickiness effect in which firms equate their delays at the equilibrium when the benchmark effect is sufficiently strong. When the benchmark corresponds to a weighted average of the two offered delays, we show the existence of a pure Nash equilibrium. In this case, we reveal a reversal effect, in which the market leader, i.e., the firm that offers a shorter delay, becomes the follower when the benchmark effect is sufficiently strong. In both cases, we show that customers' equilibrium waiting times are shorter with the benchmark effect than without it. Our models also capture customers' loss aversion, which, in our setting, states that demand is more sensitive to the gap between the delay and the benchmark when the delay is longer than the benchmark (loss) than when it is shorter (gain). We characterize the impact of this loss aversion on the equilibrium in both settings. Finally, we show numerically that the stickiness and reversal effects still exist when firms also compete on price.|Liu Yang| Francis de Véricourt| Peng Sun||||||||School of Economics and Management, Tsinghua University, Beijing 100084, China|INSEAD, 77305 Fontainebleau, France|Fuqua School of Business, Duke University, Durham, North Carolina 27708||||||||CHINA|FRANCE|USA|||||||
T|P|0|0|16|2|2014|10.1287/msom.2013.0472|Strategic Safety Stock Placement in Supply Networks with Static Dual Supply|Steffen T. Klosterhalfen, Stefan Minner, Sean P. Willems|BASF SE, GVM/S, 67056 Ludwigshafen, Germany;TUM School of Management, Technische Universit盲t M眉nchen, 80333 Munich, Germany;School of Management, Boston University, Boston, Massachusetts 02215|dual sourcing; guaranteed service; multiechelon inventory system; safety stock optimization|Many real-world supply networks source required materials from multiple suppliers. Existing multiechelon inventory optimization approaches either restrict their scope to multiple supply sources in two-echelon systems or single suppliers in multiechelon systems. We develop an exact mathematical model for static dual supply in a general acyclic N-echelon network structure, which builds on the guaranteed-service framework for safety stock optimization. It is assumed that the suppliers are allocated static fractions of demand. We prove that for normally distributed demand an extreme point property holds. We present a real example from the industrial electronics industry consisting of five echelons and three dual-sourced materials. This example forms the basis for a numerical analysis. Compared with the only previously published approximate solution, our exact approach results in considerable cost savings because the exact model captures inventory pooling in a way that the approximation is unable to do. For a set of test problems, total safety stock cost savings are 9.1%, on average.|Steffen T. Klosterhalfen| Stefan Minner| Sean P. Willems||||||||BASF SE, GVM/S, 67056 Ludwigshafen, Germany|TUM School of Management, Technische Universit盲t M眉nchen, 80333 Munich, Germany|School of Management, Boston University, Boston, Massachusetts 02215||||||||GERMANY|GERMANY|USA|||||||
T|F|0|0|16|2|2014|10.1287/msom.2013.0473|Optimal Energy Procurement in Spot and Forward Markets|Nicola Secomandi, Sunder Kekre|Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213;Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213|correlated price and demand uncertainty; energy and commodities; newsvendor model; OM finance interface; procurement; real options; spot and forward markets; transaction costs; valuation|Spot and forward purchases for delivery on the usage date play an important role in matching the supply and the uncertain demand of energy because storage capacity for energy, such as electricity, natural gas, and oil, is limited. Transaction costs tend to be larger in spot than forward energy markets near maturity. Partially procuring supply in the forward market, rather than entirely in the spot market, is thus a potentially valuable real option, which we call the forward procurement option. We investigate the optimal value and management of this real option as well as their sensitivities to parameters of interest. Our research quantifies the value of the forward procurement option on realistic natural gas instances, also suggesting that procuring the demand forecast in the forward market is nearly optimal. This policy greatly simplifies the management of this real option without an appreciable loss of value. We provide some theoretical support for this numerical finding. Beyond energy, our research has potential relevance for the procurement of other commodities, such as metals and agricultural products.|Nicola Secomandi| Sunder Kekre|||||||||Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213|Tepper School of Business, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213|||||||||USA|USA||||||||
T|P|0|0|16|2|2014|10.1287/msom.2013.0469|Pooling and Dependence of Demand and Yield in Multiple-Location Inventory Systems|Ho-Yin Mak, Zuo-Jun Max Shen|Department of Industrial Engineering and Logistics Management, The Hong Kong University of Science and Technology, Kowloon, Hong Kong;Department of Industrial Engineering and Operations Research, University of California, Berkeley, Berkeley, California 94720|supply chain design; inventory sharing; stochastic orders; robust optimization|The benefits of inventory risk pooling are well known and documented. It has been proven in the literature that the expected costs of a centralized system are increasing in the degree of (positive) dependence of demand in an idealized newsvendor setting. Using the supermodular stochastic order to characterize dependence, we study a general two-tiered supply chain structure, in which both demand and supply yields are random, and prove that the expected costs are increasing in the degrees of positive dependence between demand and supply yield loss factors. Furthermore, using a distributionally robust optimization framework, we prove an analogous result for the case where demand and yield distributions are not precisely known.|Ho-Yin Mak| Zuo-Jun Max Shen|||||||||Department of Industrial Engineering and Logistics Management, The Hong Kong University of Science and Technology, Kowloon, Hong Kong|Department of Industrial Engineering and Operations Research, University of California, Berkeley, Berkeley, California 94720|||||||||HONG KONG|USA||||||||
T|0|0|0|16|2|2014|10.1287/msom.2014.0476|On the Downs–Thomson Paradox in a Self-Financing Two-Tier Queuing System|Pengfei Guo, Robin Lindsey, Zhe George Zhang|Faculty of Business, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong;Sauder School of Business, University of British Columbia, Vancouver, British Columbia V6T 1Z2, Canada;Department of Decision Sciences, Western Washington University, Bellingham, Washington 98225; and Beedie School of Business, Simon Fraser University, Burnaby, British Columbia V5A 1S6, Canada|queuing system; two-tier service system; equilibrium arrival rates; pricing and capacity decisions; Downs鈥揟homson paradox|We model a two-tier queuing system with free and toll service options as two parallel M/M/1 servers. We solve for the welfare-maximizing toll service capacity and toll subject to the constraint that the toll service cover its costs. If the free and toll services are both used in equilibrium, a larger free-service capacity implies longer expected waiting time for the free service and lower welfare: an analogue to the Downs–Thomson paradox in transportation economics. The paradox is caused by the presence of scale economies in the toll service combined with the requirement that it be self-financing.|Pengfei Guo| Robin Lindsey| Zhe George Zhang||||||||Faculty of Business, Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong|Sauder School of Business, University of British Columbia, Vancouver, British Columbia V6T 1Z2, Canada|Department of Decision Sciences, Western Washington University, Bellingham, Washington 98225; and Beedie School of Business, Simon Fraser University, Burnaby, British Columbia V5A 1S6, Canada||||||||CHINA|CANADA|USA|||||||
T|0|0|0|16|4|2014|10.1287/msom.2014.0491|Cost-per-Click Pricing for Display Advertising|Sami Najafi-Asadolahi, Kristin Fridgeirsdottir|Leavey School of Business, Santa Clara University, Santa Clara, California 95053;Management Science and Operations, London Business School, London NW1 4SA, United Kingdom|queueing systems; online advertising; pricing; Markov chains; cost-per-click|Display advertising is a $25 billion business with a promising upward revenue trend. In this paper, we consider an online display advertising setting in which a web publisher posts display ads on its website and charges based on the cost-per-click pricing scheme while promising to deliver a certain number of clicks to the ads posted. The publisher is faced with uncertain demand for advertising slots and uncertain traffic to its website as well as uncertain click behavior of visitors. We formulate the problem as a novel queueing system, where the slots correspond to service channels with the service rate of each server inversely related to the number of active servers. We obtain the closed-form solution for the steady-state probabilities of the number of ads in the publisher's system. We determine the publisher's optimal price to charge per click and show that it can increase in the number of advertising slots and the number of promised clicks. We show that the common heuristic used by many web publishers to convert between the cost-per-click and cost-per-impression pricing schemes using the so-called click-through-rate can be misleading because it may incur substantial revenue loss to web publishers. We provide an alternative explanation for the phenomenon observed by several publishers that the click-through-rate tends to drop when they switch from the cost-per-click to cost-per-impression pricing scheme.|Sami Najafi-Asadolahi| Kristin Fridgeirsdottir|||||||||Leavey School of Business, Santa Clara University, Santa Clara, California 95053|Management Science and Operations, London Business School, London NW1 4SA, United Kingdom|||||||||USA|UNITED KINGDOM||||||||
